C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_38_979.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_38_979.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_38_979.jpg,0,0,0,4.269352E-07
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_050.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_050.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_050.jpg,0,0,0,7.187065E-06
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_118.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_118.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_118.jpg,0,0,0,5.641226E-06
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_186.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_186.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_186.jpg,-0.1,0.1033396,0,0.008372259
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_253.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_253.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_253.jpg,-0.3,0.3492128,0,0.2831349
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_324.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_324.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_324.jpg,-0.45,0.526522,0,0.6017705
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_393.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_393.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_393.jpg,-0.6500001,0.7674525,0,1.192386
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_460.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_460.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_460.jpg,-0.8000001,0.9528081,0,1.850003
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_527.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_527.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_527.jpg,0,1,0,2.504834
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_598.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_598.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_598.jpg,0,1,0,3.43172
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_667.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_667.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_667.jpg,0,1,0,4.138301
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_736.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_736.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_736.jpg,0,1,0,5.070735
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_804.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_804.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_804.jpg,0,1,0,5.765294
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_872.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_872.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_872.jpg,0,1,0,6.685115
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_39_942.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_39_942.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_39_942.jpg,-0.15,1,0,7.365507
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_011.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_011.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_011.jpg,-0.35,1,0,8.247147
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_083.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_083.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_083.jpg,-0.5000001,1,0,8.887459
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_153.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_153.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_153.jpg,0,1,0,9.713428
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_239.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_239.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_239.jpg,0,1,0,10.58786
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_311.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_311.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_311.jpg,0,1,0,11.5676
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_383.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_383.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_383.jpg,0,1,0,11.87754
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_454.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_454.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_454.jpg,0,1,0,13.01926
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_523.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_523.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_523.jpg,-0.05,1,0,13.70107
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_594.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_594.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_594.jpg,-0.25,1,0,14.47083
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_661.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_661.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_661.jpg,-0.4,1,0,15.0286
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_733.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_733.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_733.jpg,-0.6000001,1,0,15.7895
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_803.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_803.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_803.jpg,-0.7500002,1,0,16.3463
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_874.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_874.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_874.jpg,0,1,0,17.07683
C:\Users\Ananthu K S\Desktop\DATA\IMG\center_2019_02_15_19_35_40_943.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\left_2019_02_15_19_35_40_943.jpg,C:\Users\Ananthu K S\Desktop\DATA\IMG\right_2019_02_15_19_35_40_943.jpg,0,1,0,17.65499
